x coord,y coord,quality,x mm,y mm,x%,y%,image_name,plate
390.0,386.0,0.8125,0.7093523441275978,-18.14768809408732,0.011959071805236414,-0.4419259246094563,2023-03-22_09-00-46_8bit.png,1
380.0,253.0,0.8125,-0.722901562751732,0.9012888674077655,-0.012187500004243986,0.021947859914958373,2023-03-22_09-00-46_8bit.png,1
253.0,291.0,0.8125,-18.91252618011922,-4.541275978733688,-0.318848961984645,-0.11058750709201724,2023-03-22_09-00-46_8bit.png,1
89.0,460.0,0.8125,-42.40149025294023,-28.746367004994365,-0.7148527396601235,-0.7000211129914615,2023-03-22_09-00-46_8bit.png,1
562.0,457.0,0.8000000000000004,25.344119542452074,-28.316690832930565,0.4272801069282993,-0.6895577945435424,2023-03-22_09-00-46_8bit.png,1
430.0,324.0,0.78125,6.438367971644917,-9.267713871435475,0.10854535904315801,-0.22568401001912763,2023-03-22_09-00-46_8bit.png,1
430.0,149.0,0.78125,6.438367971644917,15.796729498952796,0.10854535904315801,0.3846762327761548,2023-03-22_09-00-46_8bit.png,1
354.0,89.0,0.78125,-4.44676172063799,24.390252940228773,-0.07496858670889303,0.5939426017345373,2023-03-22_09-00-46_8bit.png,1
322.0,312.0,0.78125,-9.029974222651845,-7.549009183180281,-0.1522376164992303,-0.18383073622745114,2023-03-22_09-00-46_8bit.png,1
230.0,369.0,0.78125,-22.20671016594168,-15.71285645239246,-0.37438607714644995,-0.38263378673791454,2023-03-22_09-00-46_8bit.png,1
176.0,420.0,0.78125,-29.94088126309006,-23.017351377477045,-0.5047775649176441,-0.5605102003525397,2023-03-22_09-00-46_8bit.png,1
155.0,259.0,0.78125,-32.94861446753665,0.04193652328016756,-0.5554853657175529,0.001021223019120116,2023-03-22_09-00-46_8bit.png,1
146.0,229.0,0.78125,-34.23764298372805,4.338698243918158,-0.5772172803460853,0.10565440749831141,2023-03-22_09-00-46_8bit.png,1
91.0,117.0,0.78125,-42.115039471564366,20.37994200096665,-0.7100234252982276,0.4962849628872921,2023-03-22_09-00-46_8bit.png,1
673.0,175.0,0.7708333333333336,41.24213790881264,12.07286934106654,0.6953070540135318,0.29399413956085574,2023-03-22_09-00-46_8bit.png,1
745.0,188.0,0.7500000000000003,51.55436603834381,10.21093926212341,0.8691623710417906,0.24865309295320617,2023-03-22_09-00-46_8bit.png,1
652.0,176.0,0.75,38.23440470436604,11.929643950378606,0.6445992532136229,0.29050636674488267,2023-03-22_09-00-46_8bit.png,1
572.0,262.0,0.75,26.776373449331402,-0.38773964878363143,0.4514266787377797,-0.009442095428799013,2023-03-22_09-00-46_8bit.png,1
545.0,305.0,0.75,22.909287900757214,-6.54643144836475,0.3862309348521827,-0.15941632651563983,2023-03-22_09-00-46_8bit.png,1
529.0,401.0,0.75,20.617681649750285,-20.29606895440632,0.347596419957014,-0.494242516849052,2023-03-22_09-00-46_8bit.png,1
461.0,253.0,0.75,10.87835508297084,0.9012888674077655,0.18339973165254725,0.021947859914958373,2023-03-22_09-00-46_8bit.png,1
407.0,367.0,0.75,3.1441839858224587,-15.426405671016594,0.0530082438813531,-0.37565824110596846,2023-03-22_09-00-46_8bit.png,1
390.0,252.0,0.75,0.7093523441275978,1.0445142580956985,0.011959071805236414,0.025435632730931416,2023-03-22_09-00-46_8bit.png,1
343.0,62.0,0.75,-6.022241018205253,28.257338488802965,-0.10152981569932147,0.6881124677658095,2023-03-22_09-00-46_8bit.png,1
339.0,156.0,0.75,-6.595142580956985,14.794151764137265,-0.11118844442311362,0.3602618230643435,2023-03-22_09-00-46_8bit.png,1
336.0,462.0,0.75,-7.024818753020783,-29.03281778637023,-0.11843241596595774,-0.7069966586234075,2023-03-22_09-00-46_8bit.png,1
332.0,345.0,0.75,-7.5977203157725155,-12.275447075882068,-0.1280910446897499,-0.29892723915456154,2023-03-22_09-00-46_8bit.png,1
328.0,69.0,0.75,-8.170621878524248,27.254760753987433,-0.13774967341354208,0.6636980580539982,2023-03-22_09-00-46_8bit.png,1
326.0,162.0,0.75,-8.457072659900113,13.934799420009668,-0.14257898777543815,0.3393351861685053,2023-03-22_09-00-46_8bit.png,1
283.0,408.0,0.75,-14.615764459481232,-21.298646689221847,-0.24640924655620386,-0.5186569265608633,2023-03-22_09-00-46_8bit.png,1
264.0,11.0,0.75,-17.337046882551956,35.56183341388755,-0.29228773299421656,0.8659888813804347,2023-03-22_09-00-46_8bit.png,1
215.0,403.0,0.75,-24.355091026260673,-20.582519735782185,-0.41060593486067054,-0.5012180624809981,2023-03-22_09-00-46_8bit.png,1
202.0,473.0,0.75,-26.217021105203802,-30.608297083937494,-0.4419964782129951,-0.745362159599111,2023-03-22_09-00-46_8bit.png,1
201.0,402.0,0.75,-26.360246495891737,-20.43929434509425,-0.44441113539394317,-0.49773028966502497,2023-03-22_09-00-46_8bit.png,1
84.0,84.0,0.75,-43.1176172063799,25.10637989366844,-0.7269260255648639,0.6113814658144026,2023-03-22_09-00-46_8bit.png,1
78.0,65.0,0.75,-43.97696955050749,27.827662316739165,-0.741413968650552,0.6776491493178903,2023-03-22_09-00-46_8bit.png,1
71.0,207.0,0.75,-44.97954728532302,7.489656839052683,-0.7583165689171883,0.18238540944971834,2023-03-22_09-00-46_8bit.png,1
556.0,151.0,0.71875,24.484767198324477,15.51027871757693,0.4127921638426111,0.37770068714420874,2023-03-22_09-00-46_8bit.png,1
547.0,319.0,0.71875,23.19573868213308,-8.551586917995811,0.3910602492140787,-0.20824514593926244,2023-03-22_09-00-46_8bit.png,1
544.0,273.0,0.71875,22.76606251006928,-1.9632189463508944,0.3838162776712346,-0.04780759640450249,2023-03-22_09-00-46_8bit.png,1
441.0,366.0,0.71875,8.01384726921218,-15.283180280328661,0.13510658803358644,-0.37217046828999545,2023-03-22_09-00-46_8bit.png,1
441.0,151.0,0.71875,8.01384726921218,15.51027871757693,0.13510658803358644,0.37770068714420874,2023-03-22_09-00-46_8bit.png,1
425.0,384.0,0.71875,5.722241018205252,-17.861237312711456,0.09647207313841781,-0.4349503789775102,2023-03-22_09-00-46_8bit.png,1
421.0,203.0,0.71875,5.149339455453521,8.062558401804415,0.08681344441462566,0.1963365007136105,2023-03-22_09-00-46_8bit.png,1
419.0,63.0,0.71875,4.862888674077654,28.11411309811503,0.08198413005272956,0.6846246949498364,2023-03-22_09-00-46_8bit.png,1
399.0,457.0,0.71875,1.9983808603189948,-28.316690832930565,0.03369098643376878,-0.6895577945435424,2023-03-22_09-00-46_8bit.png,1
396.0,147.0,0.71875,1.5687046882551958,16.083180280328662,0.026447014890924655,0.3916517784081009,2023-03-22_09-00-46_8bit.png,1
357.0,429.0,0.71875,-4.017085548574191,-24.306379893668442,-0.06772461516604891,-0.5919001556962972,2023-03-22_09-00-46_8bit.png,1
350.0,230.0,0.71875,-5.019663283389722,4.195472853230224,-0.08462721543268518,0.10216663468233834,2023-03-22_09-00-46_8bit.png,1
312.0,234.0,0.71875,-10.462228129531175,3.622571290478492,-0.1763841883087107,0.08821554341844617,2023-03-22_09-00-46_8bit.png,1
289.0,97.0,0.71875,-13.756412115353633,23.24444981472531,-0.23192130347051562,0.566040419206753,2023-03-22_09-00-46_8bit.png,1
222.0,147.0,0.71875,-23.352513291445142,16.083180280328662,-0.3937033345940343,0.3916517784081009,2023-03-22_09-00-46_8bit.png,1
162.0,279.0,0.71875,-31.946036732721122,-2.8225712904784923,-0.5385827654509167,-0.06873423330034074,2023-03-22_09-00-46_8bit.png,1
112.0,50.0,0.71875,-39.10730626711777,29.97604317705816,-0.6593156244983187,0.729965741557486,2023-03-22_09-00-46_8bit.png,1
65.0,276.0,0.71875,-45.83889962945062,-2.3928951184146934,-0.7728045120028766,-0.05827091485242161,2023-03-22_09-00-46_8bit.png,1
61.0,234.0,0.71875,-46.411801192202354,3.622571290478492,-0.7824631407266688,0.08821554341844617,2023-03-22_09-00-46_8bit.png,1
43.0,441.0,0.71875,-48.98985822458515,-26.025084581923636,-0.8259269699837335,-0.6337534294879736,2023-03-22_09-00-46_8bit.png,1
662.0,39.0,0.6875000000000001,39.666658611245374,31.551522474625422,0.6687458250231033,0.7683312425331894,2023-03-22_09-00-46_8bit.png,1
732.0,340.0,0.6875,49.69243595940068,-11.559320122442404,0.8377718276894661,-0.2814883750746963,2023-03-22_09-00-46_8bit.png,1
638.0,87.0,0.6875,36.22924923473498,24.67670372160464,0.6107940526803504,0.6009181473664834,2023-03-22_09-00-46_8bit.png,1
601.0,130.0,0.6875,30.92990977928146,18.518011922023522,0.5214517369852729,0.4509439162796426,2023-03-22_09-00-46_8bit.png,1
533.0,132.0,0.6875,21.190583212502016,18.231561140647656,0.35725504868080615,0.4439683706476965,2023-03-22_09-00-46_8bit.png,1
448.0,225.0,0.6875,9.016425004027711,4.91159980666989,0.15200918830022273,0.11960549876220358,2023-03-22_09-00-46_8bit.png,1
403.0,38.0,0.6875,2.571282423070727,31.694747865313357,0.04334961515756094,0.7718190153491625,2023-03-22_09-00-46_8bit.png,1
395.0,480.0,0.6875,1.425479297567263,-31.610874818753025,0.024032357709976616,-0.7697765693109224,2023-03-22_09-00-46_8bit.png,1
386.0,371.0,0.6875,0.136450781375866,-15.999307233768326,0.002300443081444255,-0.3896093323698606,2023-03-22_09-00-46_8bit.png,1
373.0,196.0,0.6875,-1.7254792975672628,9.065136136619946,-0.029090100270880263,0.2207509104254218,2023-03-22_09-00-46_8bit.png,1
371.0,184.0,0.6875,-2.011930078943129,10.783840824875142,-0.03391941463277635,0.2626041842170983,2023-03-22_09-00-46_8bit.png,1
357.0,396.0,0.6875,-4.017085548574191,-19.579942000966653,-0.06772461516604891,-0.47680365276918674,2023-03-22_09-00-46_8bit.png,1
328.0,259.0,0.6875,-8.170621878524248,0.04193652328016756,-0.13774967341354208,0.001021223019120116,2023-03-22_09-00-46_8bit.png,1
270.0,242.0,0.6875,-16.47769453842436,2.476768164975028,-0.2777997899085284,0.06031336089066184,2023-03-22_09-00-46_8bit.png,1
246.0,265.0,0.6875,-19.91510391493475,-0.8174158208474304,-0.33575156225128133,-0.01990541387671814,2023-03-22_09-00-46_8bit.png,1
228.0,341.0,0.6875,-22.493160947317545,-11.702545513130337,-0.37921539150834604,-0.2849761478906694,2023-03-22_09-00-46_8bit.png,1
227.0,243.0,0.6875,-22.636386338005476,2.3335427742870953,-0.38163004868929407,0.0568255880746888,2023-03-22_09-00-46_8bit.png,1
212.0,136.0,0.6875,-24.784767198324474,17.658659577895925,-0.4178499064035147,0.43001727938380435,2023-03-22_09-00-46_8bit.png,1
140.0,504.0,0.6875,-35.096995327855645,-35.04828419526341,-0.5917052234317736,-0.8534831168942753,2023-03-22_09-00-46_8bit.png,1
133.0,229.0,0.6875,-36.099573062671176,4.338698243918158,-0.6086078236984098,0.10565440749831141,2023-03-22_09-00-46_8bit.png,1
95.0,288.0,0.6875,-41.542137908812634,-4.111599806669889,-0.7003647965744354,-0.10012418864409812,2023-03-22_09-00-46_8bit.png,1
58.0,415.0,0.6875,-46.841477364266154,-22.30122442403738,-0.7897071122695128,-0.5430713362726746,2023-03-22_09-00-46_8bit.png,1
49.0,430.0,0.6875,-48.13050588045755,-24.449605284356373,-0.8114390268980451,-0.5953879285122702,2023-03-22_09-00-46_8bit.png,1
605.0,373.0,0.6750000000000003,31.50281134203319,-16.285758015144193,0.531110365709065,-0.39658487800180675,2023-03-22_09-00-46_8bit.png,1
713.0,55.0,0.65625,46.97115353632995,29.259916223618497,0.7918933412514533,0.7125268774776208,2023-03-22_09-00-46_8bit.png,1
664.0,413.0,0.65625,39.953109392621236,-22.014773642661513,0.6735751393849994,-0.5360957906407284,2023-03-22_09-00-46_8bit.png,1
477.0,162.0,0.65625,13.169961333977767,13.934799420009668,0.2220342465477159,0.3393351861685053,2023-03-22_09-00-46_8bit.png,1
442.0,66.0,0.65625,8.157072659900113,27.684436926051234,0.1375212452145345,0.6741613765019173,2023-03-22_09-00-46_8bit.png,1
436.0,341.0,0.65625,7.297720315772515,-11.702545513130337,0.12303330212884625,-0.2849761478906694,2023-03-22_09-00-46_8bit.png,1
425.0,476.0,0.65625,5.722241018205252,-31.03797325600129,0.09647207313841781,-0.7558254780470302,2023-03-22_09-00-46_8bit.png,1
415.0,270.0,0.65625,4.289987111325922,-1.5335427742870955,0.0723255013289374,-0.037344277956583356,2023-03-22_09-00-46_8bit.png,1
411.0,455.0,0.65625,3.717085548574191,-28.0302400515547,0.06266687260514527,-0.6825822489115962,2023-03-22_09-00-46_8bit.png,1
404.0,295.0,0.65625,2.71450781375866,-5.11417754148542,0.04576427233850897,-0.12453859835590941,2023-03-22_09-00-46_8bit.png,1
396.0,210.0,0.65625,1.5687046882551958,7.059980666988884,0.026447014890924655,0.1719220910017992,2023-03-22_09-00-46_8bit.png,1
395.0,396.0,0.65625,1.425479297567263,-19.579942000966653,0.024032357709976616,-0.47680365276918674,2023-03-22_09-00-46_8bit.png,1
343.0,176.0,0.65625,-6.022241018205253,11.929643950378606,-0.10152981569932147,0.29050636674488267,2023-03-22_09-00-46_8bit.png,1
336.0,192.0,0.65625,-7.024818753020783,9.638037699371678,-0.11843241596595774,0.23470200168931396,2023-03-22_09-00-46_8bit.png,1
310.0,70.0,0.65625,-10.748678910907042,27.1115353632995,-0.1812135026706068,0.660210285238025,2023-03-22_09-00-46_8bit.png,1
249.0,125.0,0.65625,-19.48542774287095,19.234138875463188,-0.32850759070843716,0.4683827803595078,2023-03-22_09-00-46_8bit.png,1
229.0,292.0,0.65625,-22.34993555662961,-4.68450136942162,-0.37680073432739797,-0.11407527990799028,2023-03-22_09-00-46_8bit.png,1
174.0,435.0,0.65625,-30.227332044465925,-25.16573223779604,-0.5096068792795402,-0.6128267925921355,2023-03-22_09-00-46_8bit.png,1
60.0,266.0,0.65625,-46.555026582890285,-0.9606412115353634,-0.7848777979076167,-0.023393186692691186,2023-03-22_09-00-46_8bit.png,1
50.0,147.0,0.65625,-47.98728048976962,16.083180280328662,-0.8090243697170971,0.3916517784081009,2023-03-22_09-00-46_8bit.png,1
47.0,312.0,0.65625,-48.41695666183342,-7.549009183180281,-0.8162683412599413,-0.18383073622745114,2023-03-22_09-00-46_8bit.png,1
597.0,171.0,0.6500000000000002,30.357008216529728,12.64577090381827,0.5117931082614807,0.3079452308247479,2023-03-22_09-00-46_8bit.png,1
732.0,234.0,0.6250000000000002,49.69243595940068,3.622571290478492,0.8377718276894661,0.08821554341844617,2023-03-22_09-00-46_8bit.png,1
620.0,472.0,0.625,33.651192202352185,-30.46507169324956,0.5673302234232857,-0.741874386783138,2023-03-22_09-00-46_8bit.png,1
491.0,374.0,0.625,15.175116803608828,-16.428983405832128,0.25583944708098844,-0.4000726508177798,2023-03-22_09-00-46_8bit.png,1
487.0,40.0,0.625,14.602215240857097,31.40829708393749,0.2461808183571963,0.7648434697172164,2023-03-22_09-00-46_8bit.png,1
466.0,269.0,0.625,11.594482036410504,-1.3903173835991622,0.19547301755728744,-0.03385650514061031,2023-03-22_09-00-46_8bit.png,1
454.0,68.0,0.625,9.875777348155308,27.397986144675368,0.16649713138591096,0.6671858308699713,2023-03-22_09-00-46_8bit.png,1
442.0,275.0,0.625,8.157072659900113,-2.2496697277267605,0.1375212452145345,-0.05478314203644857,2023-03-22_09-00-46_8bit.png,1
404.0,279.0,0.625,2.71450781375866,-2.8225712904784923,0.04576427233850897,-0.06873423330034074,2023-03-22_09-00-46_8bit.png,1
399.0,377.0,0.625,1.9983808603189948,-16.858659577895928,0.03369098643376878,-0.41053596926569896,2023-03-22_09-00-46_8bit.png,1
336.0,234.0,0.625,-7.024818753020783,3.622571290478492,-0.11843241596595774,0.08821554341844617,2023-03-22_09-00-46_8bit.png,1
276.0,415.0,0.625,-15.618342194296764,-22.30122442403738,-0.26331184682284015,-0.5430713362726746,2023-03-22_09-00-46_8bit.png,1
274.0,62.0,0.625,-15.90479297567263,28.257338488802965,-0.26814116118473624,0.6881124677658095,2023-03-22_09-00-46_8bit.png,1
194.0,199.0,0.625,-27.362824230707265,8.635459964556148,-0.46131373566057937,0.21028759197750269,2023-03-22_09-00-46_8bit.png,1
181.0,284.0,0.625,-29.224754309650393,-3.5386982439181573,-0.49270427901290387,-0.08617309738020595,2023-03-22_09-00-46_8bit.png,1
164.0,74.0,0.625,-31.659585951345257,26.538633800547768,-0.5337534510890206,0.6462591939741329,2023-03-22_09-00-46_8bit.png,1
128.0,323.0,0.625,-36.815700016110846,-9.124488480747543,-0.62068110960315,-0.2221962372031546,2023-03-22_09-00-46_8bit.png,1
120.0,198.0,0.625,-37.96150314161431,8.77868535524408,-0.6399983670507344,0.21377536479347573,2023-03-22_09-00-46_8bit.png,1
115.0,217.0,0.625,-38.67763009505397,6.057402932173353,-0.6520716529554745,0.14750768128998792,2023-03-22_09-00-46_8bit.png,1
107.0,383.0,0.625,-39.82343322055743,-17.718011922023525,-0.6713889104030588,-0.4314626061615372,2023-03-22_09-00-46_8bit.png,1
61.0,312.0,0.625,-46.411801192202354,-7.549009183180281,-0.7824631407266688,-0.18383073622745114,2023-03-22_09-00-46_8bit.png,1
60.0,360.0,0.625,-46.555026582890285,-14.423827936201064,-0.7848777979076167,-0.3512438313941572,2023-03-22_09-00-46_8bit.png,1
46.0,112.0,0.625,-48.56018205252135,21.096068954406316,-0.8186829984408893,0.5137238269671573,2023-03-22_09-00-46_8bit.png,1
31.0,144.0,0.625,-50.70856291284034,16.51285645239246,-0.8549028561551099,0.40211509685602,2023-03-22_09-00-46_8bit.png,1
18.0,314.0,0.625,-52.570492991783475,-7.835459964556147,-0.8862933995074345,-0.19080628185939724,2023-03-22_09-00-46_8bit.png,1
614.0,398.0,0.6041666666666666,32.79183985822459,-19.86639278234252,0.5528422803375974,-0.4837791984011328,2023-03-22_09-00-46_8bit.png,1
610.0,248.0,0.59375,32.21893829547285,1.6174158208474303,0.5431836516138052,0.03938672399482358,2023-03-22_09-00-46_8bit.png,1
582.0,187.0,0.59375,28.208627356210734,10.354164652811344,0.47557325054726013,0.2521408657691792,2023-03-22_09-00-46_8bit.png,1
574.0,356.0,0.59375,27.062824230707268,-13.850926373449331,0.4562559930996758,-0.337292740130265,2023-03-22_09-00-46_8bit.png,1
416.0,103.0,0.59375,4.4332125020138555,22.385097470597714,0.07474015850988545,0.5451137823109148,2023-03-22_09-00-46_8bit.png,1
386.0,495.0,0.59375,0.136450781375866,-33.75925567907202,0.002300443081444255,-0.822093161550518,2023-03-22_09-00-46_8bit.png,1
316.0,129.0,0.59375,-9.889326566779443,18.661237312711453,-0.16672555958491855,0.4544316890956156,2023-03-22_09-00-46_8bit.png,1
249.0,60.0,0.59375,-19.48542774287095,28.54378927017883,-0.32850759070843716,0.6950880133977556,2023-03-22_09-00-46_8bit.png,1
248.0,38.0,0.59375,-19.628653133558885,31.694747865313357,-0.33092224788938523,0.7718190153491625,2023-03-22_09-00-46_8bit.png,1
219.0,43.0,0.59375,-23.782189463508942,30.97862091187369,-0.4009473061368784,0.7543801512692972,2023-03-22_09-00-46_8bit.png,1
206.0,161.0,0.59375,-25.64411954245207,14.0780248106976,-0.43233784948920295,0.3428229589844783,2023-03-22_09-00-46_8bit.png,1
203.0,385.0,0.59375,-26.073795714515867,-18.00446270339939,-0.439581821032047,-0.4384381517934833,2023-03-22_09-00-46_8bit.png,1
203.0,362.0,0.59375,-26.073795714515867,-14.71027871757693,-0.439581821032047,-0.3582193770261033,2023-03-22_09-00-46_8bit.png,1
197.0,89.0,0.59375,-26.933148058643468,24.390252940228773,-0.4540697641177353,0.5939426017345373,2023-03-22_09-00-46_8bit.png,1
143.0,203.0,0.59375,-34.66731915579185,8.062558401804415,-0.5844612518889295,0.1963365007136105,2023-03-22_09-00-46_8bit.png,1
124.0,382.0,0.59375,-37.38860157886258,-17.57478653133559,-0.6303397383269422,-0.42797483334556413,2023-03-22_09-00-46_8bit.png,1
110.0,424.0,0.59375,-39.39375704849364,-23.590252940228776,-0.6641449388602149,-0.5744612916164319,2023-03-22_09-00-46_8bit.png,1
90.0,71.0,0.59375,-42.2582648622523,26.968309972611568,-0.7124380824791755,0.656722512422052,2023-03-22_09-00-46_8bit.png,1
79.0,234.0,0.59375,-43.83374415981956,3.622571290478492,-0.738999311469604,0.08821554341844617,2023-03-22_09-00-46_8bit.png,1
75.0,131.0,0.59375,-44.40664572257129,18.374786531335587,-0.7486579401933962,0.4474561434636695,2023-03-22_09-00-46_8bit.png,1
74.0,345.0,0.59375,-44.54987111325922,-12.275447075882068,-0.7510725973743442,-0.29892723915456154,2023-03-22_09-00-46_8bit.png,1
54.0,43.0,0.59375,-47.414378927017886,30.97862091187369,-0.799365740993305,0.7543801512692972,2023-03-22_09-00-46_8bit.png,1
50.0,200.0,0.59375,-47.98728048976962,8.492234573868213,-0.8090243697170971,0.20679981916152962,2023-03-22_09-00-46_8bit.png,1
37.0,174.0,0.59375,-49.84921056871274,12.216094731754472,-0.8404149130694216,0.29748191237682875,2023-03-22_09-00-46_8bit.png,1
31.0,369.0,0.59375,-50.70856291284034,-15.71285645239246,-0.8549028561551099,-0.38263378673791454,2023-03-22_09-00-46_8bit.png,1
31.0,107.0,0.59375,-50.70856291284034,21.81219590784598,-0.8549028561551099,0.5311626910470225,2023-03-22_09-00-46_8bit.png,1
28.0,225.0,0.59375,-51.13823908490414,4.91159980666989,-0.862146827697954,0.11960549876220358,2023-03-22_09-00-46_8bit.png,1
684.0,344.0,0.5750000000000002,42.8176172063799,-12.132221685194136,0.7218682830039602,-0.2954394663385885,2023-03-22_09-00-46_8bit.png,1
762.0,256.0,0.5625,53.98919768003867,0.47161269534396655,0.9102115431179073,0.011484541467039245,2023-03-22_09-00-46_8bit.png,1
736.0,388.0,0.5625,50.265337522152414,-18.43413887546319,0.8474304564132583,-0.4489014702414025,2023-03-22_09-00-46_8bit.png,1
720.0,135.0,0.5625,47.97373127114548,17.801884968583856,0.8087959415180895,0.43350505219977736,2023-03-22_09-00-46_8bit.png,1
707.0,458.0,0.5625,46.11180119220236,-28.4599162236185,0.7774053981657651,-0.6930455673595154,2023-03-22_09-00-46_8bit.png,1
585.0,249.0,0.5625,28.63830352827453,1.4741904301594975,0.4828172220901042,0.035898951178850544,2023-03-22_09-00-46_8bit.png,1
529.0,306.0,0.5625,20.617681649750285,-6.689656839052683,0.347596419957014,-0.16290409933161287,2023-03-22_09-00-46_8bit.png,1
514.0,266.0,0.5625,18.46930078943129,-0.9606412115353634,0.3113765622427934,-0.023393186692691186,2023-03-22_09-00-46_8bit.png,1
506.0,362.0,0.5625,17.323497663927824,-14.71027871757693,0.29205930479520903,-0.3582193770261033,2023-03-22_09-00-46_8bit.png,1
446.0,328.0,0.5625,8.729974222651844,-9.840615434187209,0.14717987393832663,-0.23963510128301982,2023-03-22_09-00-46_8bit.png,1
417.0,138.0,0.5625,4.576437892701788,17.372208796520056,0.07715481569083349,0.4230417337518582,2023-03-22_09-00-46_8bit.png,1
293.0,19.0,0.5625,-13.183510552601902,34.416030288384086,-0.22226267474672348,0.8380866988526504,2023-03-22_09-00-46_8bit.png,1
292.0,459.0,0.5625,-13.326735943289835,-28.60314161430643,-0.2246773319276715,-0.6965333401754884,2023-03-22_09-00-46_8bit.png,1
292.0,262.0,0.5625,-13.326735943289835,-0.38773964878363143,-0.2246773319276715,-0.009442095428799013,2023-03-22_09-00-46_8bit.png,1
286.0,318.0,0.5625,-14.186088287417434,-8.408361527307878,-0.23916527501335977,-0.2047573731232894,2023-03-22_09-00-46_8bit.png,1
283.0,224.0,0.5625,-14.615764459481232,5.054825197357823,-0.24640924655620386,0.12309327157817662,2023-03-22_09-00-46_8bit.png,1
264.0,85.0,0.5625,-17.337046882551956,24.963154502980505,-0.29228773299421656,0.6078936929984294,2023-03-22_09-00-46_8bit.png,1
